zone_id,general_standards_url,additional_standards_url,garden_standards_url,frontage_and_facades_standards_url
4d0e684d-45ee-4c3d-a3af-c38c6c9d0e08,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_18COELNI,,,
5f6666b0-bade-45f7-8d1e-eea8f9d2def5,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_21MOEN,,,
0cd78846-7c94-4a11-9dfb-297671c4ce38,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_22LITRTO,,,
e5cfd063-01e4-4802-9d9f-da0a70de48fd,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_23SAAR,,,
135103ec-b170-457d-955d-27283c35ceae,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_24SOLAAVDE,,,
3af16c8d-797d-4086-b59c-1f459c9136b9,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_25VIDEARBU,,,
db142c81-a661-4186-9f91-0e83e554077c,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_26COOSRO,,,
67e1b622-a664-42a9-b7d4-14960015a509,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_27KIVI,,,
2a6603be-1d56-45a6-af79-f71ae12b70b1,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_28COAR,,,
82836142-00b8-4dc3-bde4-4e3781423b56,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_29ARVI,,,
9ec31045-c7a0-4626-a31e-bbc76aaeb165,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_31MOIII,,,
f1da0231-ae87-4de0-a0bf-c31292a26275,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_32ROAV,,,
9c7c51d6-503a-439b-8872-0a91f047cfa5,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_33DE,,,
a9b74fca-b9b7-4cf1-b5b6-6a70154acdd1,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_34100WEWAPLDE,,,
efbd5bea-0910-43a9-9355-78bb43416d8f,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT17_ZONING_CODE_APXAPLDE_PD_--_35COHIPLDE,,,
